smiles,pIC50,docking_score
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ccncc3)ccc2F)n1,6.52288,-10.22488
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3cncnc3)ccc2F)n1,6.52288,-10.1172
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ncccn3)ccc2F)n1,6.52288,-10.37096
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3ccc(Br)cn3)ccc2F)n1,6.18709,-9.93864
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3ccc(C4CC4)cn3)ccc2F)n1,6.52288,-9.62922
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccc(Br)n3)ccc2F)n1,6.52288,-9.91245
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccc(C(F)(F)F)n3)ccc2F)c1,6.52288,-10.28204
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccc(C4CC4)n3)ccc2F)n1,6.52288,-10.47404
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccc(N4CCCC4)n3)ccc2F)n1,6.18709,-9.15648
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3ccccn3)ccc2F)n1,6.52288,-10.21978
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccnc3)ccc2F)n1,6.52288,-9.61365
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3ccncn3)ccc2F)n1,6.52288,-10.35813
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(-c4cnn(C)c4)cccc3[nH]2)n1,8.70557130954784,-10.13891
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3[nH]c2=O)c1,5.30103,-9.74037
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3[nH]c2=O)n1,5.57756,-9.5902
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3n(C)c2=O)c1,5.30103,-10.46933
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3nc2OCc2ccccc2F)n1,5.30103,-10.47692
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)C(C)(C)CC(=O)N3)n1,6.9907,-10.70474
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)C(C)(C)CC(=O)N3C)n1,7.20033,-10.6464
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCC(=O)N3)n1,7.720625,-10.23658
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCC(=O)N3C)n1,7.5388,-10.03158
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCCC(=O)N3)c1,6.69897,-10.72355
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCCC(=O)N3)n1,7.06775,-10.71382
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCCC(=O)N3C)n1,6.791585,-10.69166
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N(C)C)C3)n1,8.25964,-10.90343
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCCC2)C3)n1,8.25964,-10.89127
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCOCC2)C3)n1,7.25964,-10.97993
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)NC2CCCC2)C3)n1,8.25964,-10.69965
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OC(C)(C)C)C3)n1,8.25181,-9.85705
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OC2CCCC2)C3)n1,8.25964,-10.39757
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OCC(F)(F)F)C3)n1,8.25181,-10.11401
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OCc2ccccc2)C3)n1,7.25964,-7.91214
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)C2CC2)C3)n1,8.25964,-10.70518
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)C2CCCC2)C3)n1,8.25964,-11.01338
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)CC2CC2)C3)n1,7.25964,-10.44753
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)CCC(F)(F)F)C3)n1,8.25964,-10.00134
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)N(C)C)C3)n1,8.25964,-10.3127
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)NC2CC2)C3)n1,8.25964,-10.23409
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(c2ncccn2)C3)n1,8.90309,-10.46905
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCNC3)n1,7.25964,-10.05562
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CN(C(C)(C)C)S3(=O)=O)n1,7.25964,-10.07122
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CN(C)S3(=O)=O)n1,7.25964,-10.7527
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)OC(C)(C)C(=O)N3)n1,7.3099,-10.35612
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)OCC(=O)N3C)n1,7.582515,-10.08177
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)OCc2cncn2-3)n1,7.50932,-10.30562
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)C(C)(C)C)C3)n1,8.25181,-9.71715
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)N2CCCC2)C3)n1,8.90309,-10.12113
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)OCC(F)(F)F)C3)n1,8.25181,-9.02165
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)c2ccc(F)cc2)C3)n1,8.25181,-9.65565
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(Cc2ccccn2)C3)n1,8.90309,-10.3404
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)C2CC2)C3)n1,8.25181,-9.87384
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)N(C)C)C3)n1,6.95861,-9.89773
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)c2ccccc2)C3)n1,8.25181,-8.92214
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CN(C(=O)OCc2ccccc2)C3)n1,7.25964,-9.24126
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cc(-c4cn[nH]c4)ccc3[nH]2)n1,8.498387639127198,-9.78547
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cc(-n4cnc(C5CC5)c4)ccc3cn2)n1,8.25964,-9.83424
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cc(Br)ccc3cn2)n1,8.25964,-9.74444
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cc(N4CCCCC4)ccc3cn2)n1,8.25964,-9.84137
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cccnc4)cc3[nH]2)n1,8.161819809502525,-10.23051
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)n1,8.425396244090761,-9.75011
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cnn(C5CCOCC5)c4)cc3[nH]2)n1,8.131100837380316,-9.44499
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccc(-c4ccncc4)c3[nH]2)n1,8.638219340035953,-9.92667
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccc(-c4ccsc4)c3[nH]2)n1,7.813255948381875,-9.70096
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccc(-c4cn[nH]c4)c3[nH]2)n1,8.409663466224764,-10.03475
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccc(Cl)c3[nH]2)n1,8.047817330112624,-10.03855
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3[nH]2)n1,8.3834065529597,-9.6627
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3cc2F)n1,6.25964,-10.35928
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3cn2)n1,8.25964,-9.21605
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3n2C)n1,7.129340395413141,-9.5921
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3o2)n1,7.819153599567989,-9.45321
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccnc3[nH]2)n1,7.901944230102193,-9.7015
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3sc(N4CCC(C(C)(C)C)CC4)nc3cn2)n1,6.0,-8.99649
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc(-c3ccc(Cl)cc3)[nH]2)n1,8.26761,-10.01673
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc(-c3ccc(F)c(Cl)c3)[nH]2)n1,8.27572,-10.34766
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc(-c3ccc(F)cc3)[nH]2)n1,8.22915,-9.88257
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc(-c3ccc(S(C)(=O)=O)cc3)[nH]2)n1,8.35655,-9.92348
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc(-c3ccccc3)[nH]2)n1,8.23657,-9.53191
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc(-c3cccs3)[nH]2)n1,8.10237,-9.6987
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)N2CCCC2)C3)n1,7.25964,-10.21894
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)NC2CCCC2)CC3)n1,7.25964,-10.55997
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)OC(C)(C)C)CC3)n1,6.0,-9.66921
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)OC2CCCC2)CC3)n1,7.25964,-9.79889
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)OCCF)CC3)n1,7.25964,-9.81678
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)OCc2ccccc2)C3)n1,7.25964,-10.09712
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)OCc2ccccc2)CC3)n1,7.25964,-10.25437
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)c2nccs2)CC3)n1,7.25964,-10.30765
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(S(=O)(=O)CCC(F)(F)F)C3)n1,6.25964,-9.56988
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CNC3)n1,6.0,-9.77885
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CNCC3)n1,6.25964,-10.12512
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3cc(-c4ccc(C(C)(C)C)cc4)cnc3c2)n1,6.0,-9.36203
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3cc(Br)cnc3c2)n1,6.25964,-10.07981
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3cc(N4CCOCC4)cnc3c2)n1,7.25964,-9.9324
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(Cl)nc3c2)n1,6.25964,-10.32631
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(N(C)C)nc3c2)n1,6.0,-9.79747
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(N4CC5(COC5)C4)nc3c2)n1,6.0,-10.48039
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(N4CC5CCC(C4)O5)nc3c2)n1,6.25964,-10.98137
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(N4CCCCC4)nc3c2)n1,7.25964,-10.69746
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(N4CCN(C(C)(C)C)CC4)nc3c2)n1,6.0,-9.19404
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(N4CCOCC4)nc3c2)n1,6.25964,-10.82892
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(NC4CCCCC4)nc3c2)n1,6.0,-10.16445
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccccc3c2)n1,6.25964,-10.29152
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3cccnc3c2)n1,6.0,-10.10192
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3nc(-c4ccc(C(C)(C)C)cc4)sc3c2)n1,6.0,-9.21199
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3nc(N4CCC(C)(C)CC4)sc3c2)n1,6.0,-9.81717
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3nccnc3c2)n1,6.25964,-9.96057
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc[nH]2)n1,7.93554,-9.0261
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc[nH]c2=O)n1,13.0,-9.38579
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(-c3ncc[nH]3)c2)n1,7.769700359540575,-10.40549
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(-n3cnc(C4CC4)c3)c2)n1,8.384775000000001,-10.21457
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(C(N)=O)c2)n1,7.237714002145688,-9.95521
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(OCc3ccccc3)c2)n1,6.52288,-9.26999
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(OCc3cccnc3)c2)n1,6.52288,-9.26419
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(Oc3cc(C#N)cc(C(F)(F)F)n3)c2)n1,6.52288,-10.43869
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(Oc3cc(C(=O)O)cc(C(F)(F)F)n3)c2)n1,6.18709,-10.64548
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(Oc3cc(CN)cc(C(F)(F)F)n3)c2)n1,6.52288,-10.71086
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccccc2)n1,7.308936370382834,-9.38344
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccccc2F)n1,7.438172926459397,-9.55462
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccn(C)n2)n1,8.538400667367014,-8.85801
CC(C)n1cnnc1-c1cccc(NC(=O)c2cn(-c3cccnc3)nc2C(F)F)n1,7.0,-9.37363
CC(C)n1cnnc1-c1cccc(NC(=O)c2cn(-c3cncc(Br)c3)nc2C(F)F)n1,7.0,-9.36117
CC(C)n1cnnc1-c1cccc(NC(=O)c2cn(-c3cncc(C#N)c3)nc2C(F)F)n1,7.0,-8.80618
CC(C)n1cnnc1-c1cccc(NC(=O)c2cn(-c3cncc(C4CC4)c3)nc2C(F)F)n1,7.0,-9.58191
CC(C)n1cnnc1-c1cccc(NC(=O)c2cn(-c3cncc(N(C)C)c3)nc2C(F)F)n1,7.0,-9.4392
CC(C)n1cnnc1-c1cccc(NC(=O)c2cn(-c3cncc(O)c3)nc2C(F)F)n1,7.0,-9.73564
CC(C)n1cnnc1-c1cccc(NC(=O)c2cn(CC3CC3)nc2C(F)F)n1,7.0,-9.04168
CC(C)n1cnnc1-c1cccc(NC(=O)c2cnn(C)c2)n1,7.448167794918158,-9.00124
CC(C)n1cnnc1-c1cccc(NC(=O)c2nc3ccccc3s2)n1,7.297233161053401,-9.30276
CC(C)n1cnnc1-c1cccc(Nc2cccc3[nH]c(C(=O)Nc4ccccn4)cc(=O)c23)n1,6.52288,-9.41494
CC(C)n1cnnc1-c1cccc(Nc2cccc3[nH]c(C(=O)O)cc(=O)c23)n1,6.52288,-9.04147
CC(C)n1cnnc1-c1cccc(Nc2cccc3[nH]c(CO)cc(=O)c23)n1,6.52288,-8.71262
CC(C)n1cnnc1-c1cccc(Nc2cccc3[nH]ccc(=O)c23)n1,6.52288,-9.22366
CC(C)n1cnnc1-c1cccc(Nc2cccc3c2C(=O)N(C)C3)n1,6.52288,-9.00494
CC(C)n1cnnc1-c1cccc(Nc2cccc3c2C(=O)N(C)C3=O)n1,6.0,-9.3244
CC(C)n1cnnc1-c1cccc(Nc2cccc3c2C(=O)N(Cc2ccccc2)C3)n1,6.0,-9.06091
CC(C)n1cnnc1-c1cccc(Nc2cccc3c2C(=O)NC3)n1,6.52288,-8.93136
CC(C)n1cnnc1-c1cccc(Nc2cccc3c2C(=O)NC3=O)n1,6.52288,-9.09468
CC(C)n1cnnc1-c1cccc(Nc2cccc3c2c(=O)ccn3C)n1,6.52288,-9.30093
CC(C)n1cnnc1-c1cccc(Nc2cccc3cc[nH]c(=O)c23)n1,6.52288,-9.15868
CC(C)n1cnnc1-c1cccc(Nc2cccc3ccn(C)c(=O)c23)n1,6.52288,-9.40259
CC(C)n1cnnc1-c1nc(C(=O)Nc2ccccn2)cs1,7.398626669557346,-8.09724
CC(C)n1nnnc1-c1cccc(N2Cc3ccc(-c4ccc(C5CC5)nc4)cc3C2=O)n1,7.25964,-9.84889
CC(C)n1nnnc1-c1cccc(N2Cc3ccc(-c4cccnc4)cc3C2=O)n1,8.25964,-10.46217
CC(C)n1nnnc1-c1cccc(N2Cc3ccc(-c4cncc(C5CC5)c4)cc3C2=O)n1,7.25964,-10.92726
CC(C)n1nnnc1-c1cccc(N2Cc3ccc(-n4cnc(C5CC5)c4)cc3C2=O)n1,7.25964,-10.28435
CC(C)n1nnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,7.25964,-9.95314
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-c3cnn(C4CC4)c3)c(C(F)(F)F)cn2)n1,7.25964,-10.17633
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-c3cnn(C4CC4)c3)c(C(F)F)cn2)n1,8.25964,-9.80821
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-c3cnn(C4CC4)c3)c(F)cn2)n1,7.25964,-9.95516
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-c3cnn(C4CC4)c3)c(N3CCCC3)cn2)n1,7.25964,-10.03234
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-c3cnn(C4CC4)c3)c(N3CCCCC3)cn2)n1,7.25964,-10.02164
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-c3cnn(C4CC4)c3)c(N3CCN(C)CC3)cn2)n1,8.25964,-10.17511
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-c3cnn(C4CC4)c3)c(N3CCOCC3)cn2)n1,8.25964,-9.96392
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-c3cnn(C4CC4)c3)ccn2)n1,7.25964,-9.84789
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C(F)(F)F)cc2F)n1,8.25964,-10.03273
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C(F)(F)F)cn2)n1,8.25964,-9.84179
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C(F)F)cc2F)n1,8.25964,-10.32451
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C(F)F)cn2)n1,8.25964,-9.9186
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(F)cn2)n1,8.25964,-9.85404
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCC3)cn2)n1,8.25964,-9.84834
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCCC3)cn2)n1,7.25964,-10.06164
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCN(C)CC3)cn2)n1,8.25964,-9.8995
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCOCC3)cn2)n1,8.25964,-10.17888
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)C2CCCC2)C3)n1,7.25964,-10.88545
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N(C)C)C3)n1,7.25964,-10.84702
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N(C)C2CCCC2)C3)n1,7.25964,-11.17924
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N(C)CC(F)(F)F)C3)n1,7.25964,-10.49987
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N(C)CCC(F)(F)F)C3)n1,7.25964,-9.83759
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCCC2)C3)n1,7.25964,-11.10879
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCN(C)CC2)C3)n1,7.25964,-11.29658
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCOCC2)C3)n1,7.25964,-10.90471
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCS(=O)(=O)CC2)C3)n1,7.25964,-11.03105
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCSCC2)C3)n1,7.25964,-11.25283
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2C[C@@H](C)O[C@@H](C)C2)C3)n1,7.25964,-10.88624
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)NC2CCCC2)C3)n1,7.25964,-10.66528
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OC2CCCC2)C3)n1,7.25964,-10.63328
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OCc2ccccc2)C3)n1,7.25964,-10.33501
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(C)(C)C)S3(=O)=O)n1,7.25964,-10.79708
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)C2CC2)C3)n1,6.0,-10.23769
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)C2CCCC2)C3)n1,7.25964,-10.84072
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)CC2CC(F)(F)C2)C3)n1,7.25964,-10.37921
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)CC2CC2)C3)n1,7.25964,-10.26227
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)CCC(F)(F)F)C3)n1,7.25964,-10.23207
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)N(C)C)C3)n1,7.25964,-10.32288
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(c2ccccc2)C3)n1,7.25964,-10.64262
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCNC3)n1,6.25964,-10.44547
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CN(C(C)(C)C)S3(=O)=O)n1,6.25964,-9.77473
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)C2CCCC2)C3)n1,8.25964,-10.37607
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)N(C)C)C3)n1,8.25964,-9.77001
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)N(C)C2CCCC2)C3)n1,7.25964,-10.46521
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)N(C)CCC(F)(F)F)C3)n1,7.25964,-8.49664
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)N2CCCC2)C3)n1,8.25964,-10.54241
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)N2CCS(=O)(=O)CC2)C3)n1,8.25964,-10.1713
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)OC(C)(C)C)C3)n1,7.25964,-10.0867
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)C2CC2)C3)n1,8.25964,-9.9528
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)CC(F)(F)F)C3)n1,7.25964,-9.68171
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)CC2CC(F)(F)C2)C3)n1,8.25964,-10.2895
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)CCC(F)(F)F)C3)n1,8.25964,-9.67285
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)N(C)C)C3)n1,7.25964,-9.62347
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CN(C(=O)OCc2ccccc2)C3)n1,6.0,-9.27178
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3cc(Br)ccc3cn2)n1,6.0,-9.71193
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3ccccc3cc2F)n1,6.0,-10.28763
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3sc(C4CC4)nc3cc2F)n1,6.0,-9.85475
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3sc(C4CC4)nc3cn2)n1,6.0,-9.11315
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3sc(C4CCC4)nc3cn2)n1,6.0,-9.07563
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3sc(N(C)C4CC4)nc3cc2F)n1,6.0,-9.57945
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3sc(N(C)C4CCCCC4)nc3cc2F)n1,6.0,-9.94719
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3sc(N(C)CC4CC4)nc3cc2F)n1,6.0,-9.54597
CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3sc(N4CCC(C(C)(C)C)CC4)nc3cc2F)n1,6.0,-9.61792
