smiles,pIC50,docking_score
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)CN(C(=O)[C@@H](O)CC(C)C)CC2,8.90309,-10.12093
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)CN(C(=O)c1ccc(F)cc1)CC2,8.90309,-9.17804
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)CN(C(C)C)CC2,8.25181,-9.87876
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)CN(C)CC2,8.90309,-10.28255
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)CN(S(=O)(=O)C1CC1)CC2,8.25181,-9.95824
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)CN(S(=O)(=O)CCC(F)(F)F)CC2,8.25181,-10.11957
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)CN(c1cncnc1)CC2,8.90309,-10.48452
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)S(=O)(=O)N(C(C)(C)C)C2,9.0,-10.46855
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)S(=O)(=O)N(C)C2,9.0,-10.66374
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(C(=O)C(C)(C)C)CC2,8.90309,-10.80071
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(C(=O)N1CCCC1)CC2,8.90309,-10.33278
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(C(=O)OC(C)(C)C)CC2,8.90309,-10.37306
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(C(=O)OC(C)C)CC2,8.25181,-10.45618
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(C(=O)OCC(F)(F)F)CC2,8.25181,-9.8047
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(C(=O)c1ccc(F)cc1)CC2,8.25181,-8.38215
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(C(C)C)CC2,8.90309,-10.14738
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(C)CC2,8.90309,-10.47087
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(S(=O)(=O)C1CC1)CC2,8.25181,-10.33329
COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(S(=O)(=O)CCC(F)(F)F)CC2,8.90309,-10.1922
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)C(=O)N(C(C)C)C2,6.25964,-9.88474
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(C(=O)C(C)(C)C)CC2,8.90309,-10.22405
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(C(=O)N1CCCC1)CC2,8.90309,-10.97294
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(C(=O)OC(C)C)CC2,8.90309,-10.20007
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(C(=O)OCC(F)(F)F)CC2,8.90309,-10.11943
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(C(=O)OCc1ccccc1)CC2,8.90309,-10.37657
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(C(=O)c1ccc(F)cc1)CC2,8.90309,-10.39869
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(C(C)C)CC2,8.25181,-9.34264
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(C)CC2,8.90309,-10.08753
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(S(=O)(=O)C1CC1)CC2,8.90309,-10.27469
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(S(=O)(=O)CCC(F)(F)F)CC2,8.25181,-9.85601
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)S(=O)(=O)N(C(C)(C)C)C2,6.0,-8.40413
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)S(=O)(=O)N(C(C)(C)C)CC2,8.25964,-10.34244
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@@H]3CCC[C@@H]3O)n1)CN(C(=O)OCC(F)(F)F)CC2,8.25181,-10.27909
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)C(C)(C)C)CC2,8.90309,-10.27459
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)C(C)(C)CO)CC2,8.25181,-10.44123
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)C(C)(C)O)CC2,8.90309,-10.77841
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)C1(O)CC1)CC2,8.90309,-11.04237
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)C1CCOCC1)CC2,8.90309,-10.57331
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)C[C@H](C)O)CC2,8.90309,-10.40239
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)N1CCCC1)CC2,8.90309,-10.9602
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)N1CC[C@@H](O)C1)CC2,8.90309,-10.65149
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)OC(C)C)CC2,8.90309,-10.26679
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)OC1CCOC1)CC2,8.25181,-10.76902
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)OCC(C)(C)O)CC2,8.90309,-9.8519
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)OCC(F)(F)F)CC2,8.25181,-10.17689
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)OC[C@@H](O)C(F)(F)F)CC2,8.90309,-9.28127
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)OCc1ccccc1)CC2,8.90309,-9.95691
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)ON1CCOC1=O)CC2,8.90309,-10.80168
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)[C@@H](O)CC(C)C)CC2,8.90309,-9.81078
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)[C@@H]1CCOC1)CC2,8.90309,-10.64187
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)[C@](C)(O)C(F)(F)F)CC2,8.90309,-10.79986
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)c1cc3ccccc3cn1)CC2,8.25181,-9.35725
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)c1ccc(F)cc1)CC2,8.90309,-10.62675
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)c1ccccn1)CC2,8.90309,-10.85123
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)c1cn(C3CC3)cn1)CC2,8.25181,-10.82122
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)c1cnccn1)CC2,8.90309,-10.27368
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)c1cnn(C)c1)CC2,8.90309,-10.74193
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)c1cnn(C3CC3)c1)CC2,8.90309,-10.61104
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(C)C)CC2,8.90309,-9.42711
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C)CC2,8.25181,-10.33277
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(CC(=O)N1CCCC1)CC2,8.90309,-10.44961
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(S(=O)(=O)C1CC1)CC2,8.90309,-10.09172
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(S(=O)(=O)CCC(F)(F)F)CC2,8.25181,-10.3107
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(S(=O)(=O)c1ccccn1)CC2,8.90309,-11.02987
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(c1c(N)c(=O)c1=O)CC2,8.25181,-10.83371
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(c1cnc(F)cn1)CC2,8.25181,-10.70077
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(c1ncc(F)cn1)CC2,8.25181,-10.05675
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(c1ncccn1)CC2,8.25181,-10.57772
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(c1ncns1)CC2,8.25181,-10.76008
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)S(=O)(=O)N(C(C)(C)C)C2,8.25964,-10.06104
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)S(=O)(=O)N(C(C)C)C2,9.0,-10.20298
COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)S(=O)(=O)N(C)C2,9.0,-10.75931
COc1cc2c(s1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,6.349485,-9.10889
COc1cc2nccc(Oc3ccc(NC(=O)c4cc5ccccc5[nH]c4=O)cc3)c2cc1OC,6.0,-7.59957
COc1cc2nccc(Oc3ccc(NC(=O)c4cn(C(C)C)c5ccccc5c4=O)cc3)c2cc1OC,8.365634647111259,-7.90964
COc1cc2ncn(-c3cccc(-c4nncn4C(C)C)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-10.59092
COc1cc2nncc(Oc3ccc(NC(=O)c4cn(C(C)C)c5ccccc5c4=O)cc3)c2cc1OC,8.156223646806438,-8.62074
COc1cc2nncc(Oc3ccc(NC(=O)c4cn(C(C)C)c5cnccc5c4=O)cc3)c2cc1OC,6.0,-7.9741
COc1ccc(-c2cc(NC(=O)c3ccc(C(C)(C)C)cc3)nc3ccnn23)cc1,7.0,-8.82104
COc1ccc(-c2cc(NC(=O)c3ccc(C(C)(C)C)cc3)nc3ccnn23)cn1,6.0,-8.57417
COc1ccc(-c2cc(NC(=O)c3ccc(C(C)(C)O)cc3)nc3ccnn23)cc1,7.0,-8.7359
COc1ccc(-c2cc(NC(=O)c3ccc(C(C)(C)O)nc3)nc3cc(C)nn23)cc1.O=C(O)C(F)(F)F,7.0,-9.60492
COc1ccc(-c2cc3ncn(-c4cccc(-c5nncn5C(C)C)n4)c(=O)c3cc2-n2cnc(C3CC3)c2)cn1,7.30103,-7.95439
COc1ccc(-c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)o2)cc1,5.60206,-7.31047
COc1ccc(-c2ccc(/C=C3\SC(=S)N(CC(C)=O)C3=O)o2)cc1,5.6,27.76214
COc1ccc(-c2ccc(C=C3SC(=S)N(CC(C)=O)C3=O)o2)cc1,8.602059991327963,-6.47924
COc1ccc(-c2ccc(S(C)(=O)=O)nc2)cc1N1CCN(c2cccc(-c3nncn3C(C)C)n2)C1=O,7.0,-9.91915
COc1ccc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C(C)C)n2)C3)cc1C(=O)O,8.3098,-10.58204
COc1ccc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C4CC4)n2)C3)cn1,6.69897,-10.00402
COc1ccc(-c2cnc3c(c2)C(=O)N=C2C=CC=C(N2)c2nncn2[C@@H](C)CCCO3)cn1,7.0,8.13411
COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1,5.0,-7.90935
COc1ccc(-n2cnc(C3CC3)c2)cc1-c1n[nH]c2ccc(-c3nncn3C(C)C)cc12,7.569092078613671,-9.30439
COc1ccc(C(=O)C2=C(O)C(=O)N(c3nc4ccc(F)cc4s3)C2c2cccc(F)c2)cc1,4.769774999999999,-8.13057
COc1ccc(C(=O)O)cc1-c1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)C2,7.97062,-10.73228
COc1ccc(C(N)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,9.01674842928006,-9.67759
COc1ccc(C(O)=C2C(=O)C(=O)N(c3nc4ccc(F)cc4s3)C2c2cccc(F)c2)cc1,7.769551078621726,1.58126
COc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1OC,5.920108201691595,-8.322
COc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2nc3ccc(F)cc3s2)cc1OC,4.42022,-5.35628
COc1ccc(N2CCN(c3cccc(-c4nncn4C(C)C)n3)C2=O)cc1,7.0,-8.91174
COc1ccc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)nc1,7.30103,-8.79393
COc1ccc(Nc2cc(-c3cccnc3Nc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)ncn2)cc1,6.0,-10.37039
COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c(C)c1,8.1349,-8.4473
COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCOCC2)c(C)c1,9.46852,-8.44386
COc1ccc(Nc2ncnc(-c3cccnc3Nc3cc(NC(=O)c4cc(-n5cnc(C)c5)cc(C(F)(F)F)c4)ccc3C)n2)cc1,6.0,-9.55175
COc1ccc(Nc2ncnc(-c3cccnc3Nc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)n2)cc1,5.5,-10.30013
COc1ccc(Nc2ncnc(-c3cccnc3Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)n2)cc1,6.0,-10.51681
COc1ccc(OC)c(Nc2nc(N)nc3[nH]cnc23)c1,4.72,-7.33989
COc1ccc(OC)c(Nc2nc(N)nc3nc[nH]c23)c1,6.223539097913378,-7.9189
COc1ccc(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,8.576633659997624,-9.64268
COc1ccc(S(N)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,8.408030185321364,-10.12918
COc1ccc2[nH]c3c(=O)[nH]c4ccc(O)cc4c3c2c1,8.69897,-9.22168
COc1ccc2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]c2c1,8.264270056803719,-9.47322
COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(Cl)cc3)sc2c1,6.377833569867367,-7.64076
COc1cccc(-c2cc(NC(=O)c3ccc(C(C)(C)C)cc3)nc3ccnn23)c1,7.0,-8.9598
COc1ccccc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,10.899301437839776,-9.775
COc1ccccc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.522886270558523,-9.44847
COc1ccccc1C(=O)Nc1cccc(-c2nncn2C)n1,7.272326313300605,-8.91402
COc1ccccc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,7.89965,-9.8212
COc1ccccc1C1C(C(=O)c2ccc(C)o2)=C(O)C(=O)N1c1nc2c(C)cc(C)cc2s1,5.449847215648302,-4.56636
COc1cccnc1NC(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.30103,-8.71642
COc1ccnc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,7.30103,-8.61377
COc1ccnc(NC(=O)Nc2cccc(-c3nncn3[C@H](C)CO)n2)c1,7.30103,-9.07187
COc1cncc(-n2cc(C(=O)Nc3cccc(-c4cncn4C(C)C)n3)c(C(F)F)n2)c1,7.0,-9.65806
COc1cncc(-n2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)c(C(F)F)n2)c1,7.0,-8.95088
COc1cncc(-n2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)c(OC)n2)c1,7.0,-9.68332
COc1nc2cc(C)c(-n3cnc(C4CC4)c3)cc2c(=O)n1-c1cccc(-c2nncn2C(C)C)n1,6.0,-10.15215
COc1nc2cc(F)c(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2nc1N1CCCCC1,7.25964,-10.0893
COc1nc2cc(F)c(C(=O)Nc3cccc(-c4nnnn4C(C)C)n3)cc2nc1N1CCCCC1,6.25964,-10.18793
COc1nc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2nc1N1CCCCC1,6.25964,-10.08078
COc1nc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2nc1N1CCOCC1,6.25964,-9.85879
COc1nc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2nc1NC(C)C,6.25964,-9.46016
COc1ncc(-c2cc3c(c(NC(=O)CN4CCOCC4)c2)COC3)cc1NS(C)(=O)=O,5.0,-8.43169
COc1ncc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C(C)C)n2)C3)cc1C(=O)O,8.33724,-10.82423
COc1ncc(Br)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,13.0,-9.74938
COc1ncc(Br)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,13.0,-9.29043
COc1ncc(Br)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,13.0,-9.71954
COc1ncc(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,10.9076542845912,-9.86805
COc1ncc(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,8.925062,-9.78147
COc1ncc(C2=CCOCC2)cc1NS(=O)(=O)c1cn(Cc2ccccc2)c(C)n1,5.0,-7.64549
COc1ncc(Cl)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,13.0,-9.94908
COc1ncc(F)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,10.878480975656853,-9.72059
COc1ncc(F)cc1C(=O)Nc1cccc(-c2nncn2C2(C(F)(F)F)CC2)n1,13.0,-9.2138
COc1ncc(F)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,8.901392,-9.83923
COc1ncccc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,10.861769097913378,-9.46703
COc1ncccc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)F)n1,13.0,-9.48505
COc1ncccc1C(=O)Nc1cccc(-c2nncn2C2(C(F)(F)F)CC2)n1,13.0,-9.90507
COc1ncccc1C(=O)Nc1cccc(-c2nncn2C2CCC2(F)F)n1,13.0,-9.97457
COc1ncccc1C(=O)Nc1cccc(-c2nncn2C2CCC2)n1,13.0,-9.56605
COc1ncccc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(C)C)n1,13.0,-9.4585
COc1ncccc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,8.888708,-9.59687
COc1ncccc1C(=O)Nc1cccc(-c2nncn2[C@H](C)C(F)F)n1,13.0,-9.38607
COc1ncccc1C(=O)Nc1cccc(-c2nncn2[C@H]2CCC2(F)F)n1,13.0,-9.97831
COc1ncncc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,10.144772067832289,-9.53679
COc1ncncc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,7.144885,-9.44259
COc1nn(-c2cc(C#N)ccn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-9.27773
COc1nn(-c2ccccn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,8.225571648382882,-9.65327
COc1nn(-c2cccnc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,8.958341907540165,-9.48539
COc1nn(-c2cccnn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,10.91195437047216,-10.11859
COc1nn(-c2cccnn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-9.80227
COc1nn(-c2cccnn2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,7.728782,-9.8965
COc1nn(-c2ccncc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.630559818248608,-9.481
COc1nn(-c2cncc(C#N)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-9.44132
COc1nn(-c2cncc(C)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-9.70753
COc1nn(-c2cncc(C3CC3)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,8.80941065694193,-9.32433
COc1nn(-c2cncc(N(C)C)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,9.086712850718875,-9.23707
COc1nn(-c2cncc(O)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-9.90167
COc1nn(-c2cncc(OC(C)C)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-9.52193
COc1nn(-c2cnccn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,10.8797253758587,-10.03296
COc1nn(-c2cnccn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,8.29261360314414,-9.1315
COc1nn(-c2cnccn2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,7.703889999999999,-9.84614
COc1nn(-c2cncnc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,8.442088049602184,-9.35047
COc1nn(-c2ncccc2C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-9.91375
COc1nn(C)cc1C(=O)Nc1cccc(-c2cncn2C(C)C)n1,8.820182634955744,-8.85946
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)(C)C)n1,7.0,-9.20815
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,9.41126314251848,-9.55417
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)F)n1,9.930642589614008,-9.16931
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)c1,6.210092456651206,-9.08769
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,8.6774040936426,-8.89899
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)CO)n1,7.725214770274612,-9.09246
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2(C(F)(F)F)CC2)n1,8.932468329452247,-9.34651
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2(C)COC2)n1,5.0,-9.46963
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CC(F)(F)C2)n1,7.942651845959659,-9.78564
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CC2)n1,7.0,-9.11255
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCC2(F)F)n1,8.908837422235676,-9.64789
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCC2)n1,7.0,-9.1734
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCCC2)n1,7.0,-9.31024
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCOC2)n1,10.532246951569384,-9.37252
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2COC2)n1,5.0,-9.16068
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(C)C)n1,7.0,-9.25022
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,7.916486000000001,-9.36049
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)F)n1,7.94935,-9.3453
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)CO)n1,7.0,-8.99915
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H]2CCOC2)n1,7.476088,-8.96476
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H](C)C(F)(F)F)n1,6.7432,-9.37361
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H](C)C(F)F)n1,7.109291999999999,-9.06056
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H](C)CO)n1,7.0,-9.28576
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H]2CCC2(F)F)n1,7.0,-9.53065
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H]2CCOC2)n1,7.37571,-8.94629
COc1nn(CC(C)C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,7.0,-9.01505
COc1nn(CC(C)C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-9.00896
COc1nn(CC(F)(F)F)cc1C(=O)Nc1cccc(-c2cncn2C(C)C)n1,7.0,-8.92668
COc1nn(CC(F)(F)F)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,10.983288122256525,-9.28796
COc1nn(CC(F)(F)F)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-8.79058
COc1nn(CC(F)(F)F)cc1C(=O)Nc1cccc(-c2nncn2C2CC2)n1,7.0,-8.98783
COc1nn(CC(F)(F)F)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(C)C)n1,7.0,-8.7843
COc1nn(CC(F)(F)F)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,7.785316,-9.15764
COc1nn(CC2CC2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,11.372363747448349,-8.98077
COc1nn(CC2CC2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,8.887186610535853,-9.03069
COc1nn(CC2CC2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,8.098946,-9.11884
COc1nn(CCN(C)C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,7.0,-8.68764
