smiles,pIC50
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-n4cnc(C5CC5)c4)c3)c2c1,8.207939871769726
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-n4cnc(C5CC5)n4)c3)c2c1,7.241177009342118
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(C(=O)NC4CC4)c3)c2c1,7.568020236375198
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(C(=O)Nc4cnn(C)c4)c3)c2c1,7.841092502634917
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(C(N)=O)c3)c2c1,8.130122031573658
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)c2c1,7.707021257946136
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(S(C)(=O)=O)c3)c2c1,7.133265341786291
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3c(F)cccc3F)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3ccc(C(=O)O)cc3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3ccc(N(C)C)cc3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3ccc(N)cc3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3ccc(OC(F)F)cc3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3ccc4c(c3)OCCO4)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(-c4cccnc4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(-c4ccncc4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(-n4cnc(C5CC5)c4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(C4CC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(C4CCNCC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(C4CCOCC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N(C)C)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCC(N)C4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCC(NC(=O)OC(C)(C)C)C4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCC(O)C4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCCC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCN(C)CC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCN(C5CC5)CC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCN(CCO)CC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCN(S(C)(=O)=O)CC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCNCC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(N4CCOCC4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(O)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(OC[C@@H]4CN(C)CCO4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(OC[C@@H]4CNCCO4)c3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3ccccc3)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-c2ncc(-c3ccccc3O)o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cc(F)c3ccc(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2ccc3ccc(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2ccn(-c3cc(-n4ccnc4)ncn3)c2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(-n2ccn(-c3ccc(-c4ccccc4)cn3)c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2ccn(-c3ccc(C(=O)N4CCCCC4)cn3)c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2ccn(-c3ccc(N4CCNCC4)cn3)c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2ccn(-c3ccc(N4CCOCC4)cn3)c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2ccn(-c3cccc(-n4ccnc4)c3)c2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(-c4ccc(N)nc4)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(-c4ccccc4)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(-c4cccnc4)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(-c4ccsc4)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(Cl)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(N(C)C)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(N4CCOCC4)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(O)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(OCC(N)=O)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(OCC4COC4)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(OCCCF)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(OCCCS(C)(=O)=O)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3cc(OCCO)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(-n2cnc3ccc(-n4cnc(C5CC5)c4)cc3c2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N(C)C(=O)N(C)c2cc3ccccn3n2)n1,6.678883259880577
CC(C)n1cnnc1-c1cccc(N(C)C(=O)N(C)c2cc3ccccn3n2)n1.O=C(O)C(F)(F)F,5.17777
CC(C)n1cnnc1-c1cccc(N2CCN(C)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(C3CC(n4cnc(C(C)(C)C)c4)C3)C2=O)n1,8.73518
CC(C)n1cnnc1-c1cccc(N2CCN(C3CC(n4cnc(C(F)(F)F)c4)C3)C2=O)n1,8.55284
CC(C)n1cnnc1-c1cccc(N2CCN(C3CC(n4cnc(C5CC5)c4)C3)C2=O)n1,8.83268
CC(C)n1cnnc1-c1cccc(N2CCN(C3CC(n4cnc(C5CC5)n4)C3)C2=O)n1,8.59176
CC(C)n1cnnc1-c1cccc(N2CCN(CCc3cccnc3)C2=O)n1,7.4437
CC(C)n1cnnc1-c1cccc(N2CCN(CCc3cnc(C4CC4)nc3)C2=O)n1,7.86328
CC(C)n1cnnc1-c1cccc(N2CCN(CCn3cnc(C4CC4)c3)C2=O)n1,7.96658
CC(C)n1cnnc1-c1cccc(N2CCN(Cc3ccc(N4CCOCC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(S(C)(=O)=O)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN([C@H](C)Cn3cnc(C4CC4)c3)C2=O)n1,7.85387
CC(C)n1cnnc1-c1cccc(N2CCN(c3cc(-c4ccc(S(C)(=O)=O)nc4)ccc3F)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cc(-n4ccnc4)ccn3)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cc(-n4ccnc4)ncn3)C2=O)n1,5.88606
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(-c4ccc(F)cc4)cn3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(-c4ccccc4)cn3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(-c4ccncc4)cn3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(-n4ccnc4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(-n4ccnc4)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(-n4cnc(C5CC5)c4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C#N)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(=O)C4CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(=O)N4CC(C#N)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(=O)N4CCOCC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(=O)N4CCOCC4)cn3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(=O)NC4CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(=O)NC4CC4)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(C#N)N4CCOCC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(C#N)N4CCOCC4)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(F)(F)F)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(O)C(F)(F)F)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(O)C4CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C4CCN(S(C)(=O)=O)CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C4CCOCC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(CN4CCOCC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(CS(C)(=O)=O)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(F)c(C4CC4)c3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(F)cn3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N(C)C)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N(C)C)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC(C#N)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC(C#N)C4)nc3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC(C(N)=O)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC(C(N)=O)C4)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC(F)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC(NC5CC5)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC(O)(C(C)C)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC(O)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC5(COC5)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CC5CCC(C4)O5)cn3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCC(C#N)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCC(C#N)CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCC(C(=O)N(C)C)CC4)cc3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCC(C)(C)CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCC(F)CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCC(N(C)C)CC4)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCC(O)CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCC(O)CC4)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCC(S(C)(=O)=O)CC4)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCCC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCN(C(=O)CC#N)CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCN(C)C(=O)C4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCN(C)CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCNCC4)cn3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCOCC4)c(F)c3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCOCC4)cc3)C2=O)n1,7.200686666666667
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCOCC4)cn3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCOCC4)nc3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCOC[C@@H]4C)cn3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4[C@H](C)COC[C@@H]4C)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4[C@H](C)COC[C@H]4C)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(NC(C#N)C4CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(NC(C(N)=O)C4CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(NC4CCOC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(NC4CCOCC4)cc3)C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(NS(C)(=O)=O)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(O)cc3)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(OCCS(C)(=O)=O)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(=O)(=O)C4CC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(=O)(=O)N4CCOCC4)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(C)(=O)=O)c(C4CC4)c3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(C)(=O)=O)c(F)c3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(C)(=O)=O)c(N4CCCC4)c3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(C)(=O)=O)c(N4CCCCC4)c3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(C)(=O)=O)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(C)(=O)=O)cc3F)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(C)(=O)=O)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(C)(=O)=O)s3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(S(N)(=O)=O)cc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc4c(c3)C(C)(C)CS4(=O)=O)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc4c(ccn4C)c3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc4nc(NC5CC5)sc4c3)C2=O)n1.O=C(O)C(F)(F)F,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-c4ccc(C#N)cc4)c3)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-c4ccc(C(F)(F)F)cc4)c3)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-c4ccc(C(N)=O)cc4)c3)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-c4ccc(S(C)(=O)=O)cc4)c3)C2=O)n1,7.52288
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-c4ccc(S(C)(=O)=O)nc4)c3)C2=O)n1,7.60206
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-c4ccncc4)c3)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-c4cnn(C)c4)c3)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-c4cnn(S(C)(=O)=O)c4)c3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-n4ccnc4)c3)C2=O)n1,7.1549
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-n4ccnc4)c3F)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(-n4cnc(C5CC5)c4)c3)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(N4CCOCC4)c3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(S(C)(=O)=O)c3)C2=O)n1,7.02228
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccccc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccnc(N4CCOCC4)c3)C2=O)n1,6.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3ccncc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cnc(N4CCOCC4)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCN(c3cnc(S(C)(=O)=O)nc3)C2=O)n1,7.0
CC(C)n1cnnc1-c1cccc(N2CCNC2=O)n1,7.095555
CC(C)n1cnnc1-c1cccc(N2CCc3cc(Cl)c(-n4cnc(C5CC5)c4)cc3C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCc3ccc(-n4cnc(C5CC5)c4)cc3C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2CCc3ncc(-n4cnc(C5CC5)c4)cc3C2=O)n1,8.42022
CC(C)n1cnnc1-c1cccc(N2COc3ccc(-c4ccc(C5(C#N)CC5)cc4)cc3C2=O)n1,7.76955
CC(C)n1cnnc1-c1cccc(N2COc3ccc(-c4ccc(Cn5cccn5)cc4)cc3C2=O)n1,7.33348
CC(C)n1cnnc1-c1cccc(N2COc3ccc(-c4ccc(S(C)(=O)=O)cc4)cc3C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2COc3ccc(-c4ccncc4)cc3C2=O)n1,8.04096
CC(C)n1cnnc1-c1cccc(N2COc3ccc(-c4cnn(C(F)F)c4)cc3C2=O)n1,7.48017
CC(C)n1cnnc1-c1cccc(N2COc3ccc(-c4cnn(C5CC5)c4)cc3C2=O)n1,7.86012
CC(C)n1cnnc1-c1cccc(N2COc3ccc(-c4cnn(C5CCOC5)c4)cc3C2=O)n1,7.41117
CC(C)n1cnnc1-c1cccc(N2COc3ccc(-c4cnn(CC5CC5)c4)cc3C2=O)n1,8.03152
CC(C)n1cnnc1-c1cccc(N2COc3ccc(-n4cnc(C5CC5)c4)cc3C2=O)n1,8.39794
CC(C)n1cnnc1-c1cccc(N2COc3ccc(Nc4nccc(C(F)F)n4)cc3C2=O)n1,8.14267
CC(C)n1cnnc1-c1cccc(N2CSc3ccc(-c4cnc(C5CC5)nc4)cc3C2=O)n1,7.63639
CC(C)n1cnnc1-c1cccc(N2CSc3ccc(-c4cnn(C5CC5)c4)cc3C2=O)n1,7.5817
CC(C)n1cnnc1-c1cccc(N2CSc3ccc(-c4cnn(CC5CC5)c4)cc3C2=O)n1,8.13668
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cc(-c5nnn[nH]5)ccc4F)cc3C2=O)n1,8.19382
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cc(C#N)cc(C(=O)O)c4)cc3C2=O)n1,8.79588
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cc(C(=O)O)ccc4C#N)cc3C2=O)n1,7.80688
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cc(C(=O)O)ccc4CO)cc3C2=O)n1,8.27572
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cc(C(=O)O)ccc4F)cc3C2=O)n1,9.52288
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cc(F)c(C(=O)O)c(F)c4)cc3C2=O)n1,8.33724
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cc(F)cc(C(=O)O)c4)cc3C2=O)n1,8.17393
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cc(F)cc(C(=O)O)c4F)cc3C2=O)n1,8.3279
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(-c5nnn[nH]5)cc4)cc3C2=O)n1,8.10237
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(-n5ncc(C(=O)O)c5N)cc4)cc3C2=O)n1,8.08619
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(=O)O)c(CO)c4)cc3C2=O)n1,8.20761
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(=O)O)c(Cl)c4)cc3C2=O)n1,8.3279
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(=O)O)c(F)c4)cc3C2=O)n1,8.37455
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(=O)O)c(S(C)(=O)=O)c4)cc3C2=O)n1,8.55284
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(=O)O)cc4)cc3C2=O)n1,8.26761
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(=O)O)cc4CO)cc3C2=O)n1,8.29243
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(=O)O)cc4F)cc3C2=O)n1,8.23657
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(=O)O)cc4O)cc3C2=O)n1,8.18046
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(C)(C)C(=O)O)cc4)cc3C2=O)n1,8.3279
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C(C)(C)c5nnn[nH]5)cc4)cc3C2=O)n1,8.55284
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C5(C(=O)O)CC5)cc4)cc3C2=O)n1,8.73755
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(CC(=O)O)cc4)cc3C2=O)n1,8.36653
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(CCC(=O)O)cc4)cc3C2=O)n1,8.35655
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(Cl)c(C(=O)O)c4)cc3C2=O)n1,8.30103
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(Cl)cc4C(=O)O)cc3C2=O)n1,7.46344
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(F)c(C(=O)O)c4)cc3C2=O)n1,8.3098
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(O)c(C(=O)O)c4)cc3C2=O)n1,8.1549
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(OCC(=O)O)cc4)cc3C2=O)n1,8.3098
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc5c(C(=O)O)cnn5c4)cc3C2=O)n1,8.40894
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc5c(c4)C(=O)OC5=O)cc3C2=O)n1,8.39794
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc5c(c4)COC5=O)cc3C2=O)n1,8.49485
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc5nc(C(=O)O)sc5c4)cc3C2=O)n1,8.38722
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc5ncc(C(=O)O)n5c4)cc3C2=O)n1,8.45593
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cccc(C(=O)O)c4)cc3C2=O)n1,8.284
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cccc(C(=O)O)c4F)cc3C2=O)n1,8.36653
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cccc(C(=O)O)c4O)cc3C2=O)n1,8.46852
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cccc(C(C)(C)C(=O)O)c4)cc3C2=O)n1,9.1549
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cccc(C5(C(=O)O)CC5)c4)cc3C2=O)n1,8.13668
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cccc(CCC(=O)O)c4)cc3C2=O)n1,8.284
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cccc(OCC(=O)O)c4)cc3C2=O)n1,8.284
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccccc4C(=O)O)cc3C2=O)n1,7.085285000000001
