smiles,pIC50
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cccnc4)cc3C2=O)n1,6.69897
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccn5ncc(C(=O)O)c5n4)cc3C2=O)n1,8.08092
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cnc(N)c(C(=O)O)c4)cc3C2=O)n1,8.72125
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cncc(C(=O)O)c4)cc3C2=O)n1,8.29243
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ncc5ccc(C(=O)O)cc5n4)cc3C2=O)n1,8.1549
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4nccc(C(=O)O)c4F)cc3C2=O)n1,8.79588
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-n4cnc(C5CC5)c4)cc3C2=O)n1,7.30103
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(N4CCC(C(=O)O)CC4)cc3C2=O)n1,8.21042
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(N4CCC(CC(=O)O)CC4)cc3C2=O)n1,8.18046
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(N4CCCC(C(=O)O)C4)cc3C2=O)n1,7.95078
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(OCC4CN(C)CCO4)cc3C2=O)n1,11.199970640755865
CC(C)n1cnnc1-c1cccc(N2Cc3ccc(OC[C@@H]4CN(C)CCO4)cc3C2=O)n1,8.2
CC(C)n1cnnc1-c1cccc(N2Cc3ccc([C@H]4CC[C@@H](C(=O)O)CC4)cc3C2=O)n1,7.83565
CC(C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,9.012980063013254
CC(C)n1cnnc1-c1cccc(N2Cc3ccsc3C2=O)n1,6.349485
CC(C)n1cnnc1-c1cccc(NC(=O)C2CCCCO2)n1,7.787726777982611
CC(C)n1cnnc1-c1cccc(NC(=O)C2CN(C)CCO2)n1,8.699313334778672
CC(C)n1cnnc1-c1cccc(NC(=O)C2CN(c3ccc(C4CC4)nc3)CCO2)n1,10.769551078621726
CC(C)n1cnnc1-c1cccc(NC(=O)C2CN(c3ccccc3)CCO2)n1,7.887372215897721
CC(C)n1cnnc1-c1cccc(NC(=O)C2CN(c3cccnc3)CCO2)n1,8.509092768721908
CC(C)n1cnnc1-c1cccc(NC(=O)N(C)c2ccc3ccccc3n2)n1,7.998377114267444
CC(C)n1cnnc1-c1cccc(NC(=O)N(C)c2ccc3ccccc3n2)n1.O=C(O)C(F)(F)F,6.49675
CC(C)n1cnnc1-c1cccc(NC(=O)NCc2ccccc2)n1,6.651893318060306
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(-c3ccc(C4CC4)cc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(-c3ccc(C4CC4)nc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(-c3ccccc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(-c3ccccn3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(-c3cccnc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(-c3ccncc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(-n3cnc(C4CC4)c3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(Br)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C#N)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3C4CCCC3CC4)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCC(=O)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCC(C)(C)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCC(C)(O)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCC(F)(F)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCC(N4CCOCC4)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCC(O)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCC4(CCCCC4)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCCC4CCCCC43)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCCCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCCCCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCCC[C@@H]3C)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCCC[C@H]3C)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCCc4ccccc43)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCN(C)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCNCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCOCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CC[C@@H]4CCCC[C@H]4C3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCc4ccccc4C3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)NC3CCCCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)Nc3ccc(-c4ccccc4)cc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)Nc3ccc(C(C)(C)C)cc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)Nc3ccc(F)cc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)Nc3ccc4ccccc4c3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)Nc3cccc(F)c3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)Nc3ccccc3F)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)Nc3ccccn3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)Nc3cccnc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)Nc3ccncc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)O)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(C)(C)O)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(F)(F)F)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(N)=O)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CC3)[nH]n2)n1,9.90763030037088
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CC3)n[nH]2)n1,6.91
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CCCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CCCCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CCNCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CCOCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(Cl)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(F)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(I)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N(C)C)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N3CCC(N4CCOCC4)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N3CCCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N3CCCCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N3CCN(C)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N3CCN(C4CC4)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N3CCN(CCO)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N3CCN(S(C)(=O)=O)CC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N3CCNCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N3CCOCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(NC(=O)c3ccccc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(NS(=O)(=O)c3ccccc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(S(=O)(=O)Nc3ccccc3)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(S(C)(=O)=O)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(S(N)(=O)=O)ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc([N+](=O)[O-])ccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccc3cn2)n1,8.04947737079005
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccc3cn2)n1.O=C(O)C(F)(F)F,7.29585
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1,8.56952548441624
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1.O=C(O)C(F)(F)F,7.06905
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3ccccc3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3ccccn3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3cccnc3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3ccn(C)n3)cn2)n1,8.691232485965573
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3ccncc3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3cnn(C)c3)cc2)n1,8.110062720804507
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3cnn(C)c3)cn2)n1,8.691232485965573
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-n3cnc(C4CC4)c3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(Br)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(C#N)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(C(C)(C)O)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(C(F)(F)F)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(C(N)=O)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(C3CC3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(CO)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(Cl)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(F)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(I)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(N(C)C)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(N)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(N3CCCC3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(N3CCNCC3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(N3CCOCC3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(O)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(OCc3ccccc3)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(S(C)(=O)=O)cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc([N+](=O)[O-])cn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc3ccccc3n2)n1,7.98064548815645
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccc(-c3cnn(C)c3)c2)n1,7.171832069535625
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccc(Br)n2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccc(C#N)n2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccc(C(F)(F)F)n2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccc(Cl)n2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccccc2)n1,7.048493804439273
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccccn2)n1,8.081142567621871
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccnc2)n1,7.418966532857444
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccn[nH]2)n1,8.677937083041726
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccnc3ccccc23)n1,6.988524460013755
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccncc2)n1,7.971056217023648
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnc3ccccc3n2)n1,8.738286003218532
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnc3ccccc3n2)n1.O=C(O)C(F)(F)F,7.23657
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnc3ccccn23)n1.O=C(O)C(F)(F)F,5.0
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cncc3ccccc23)n1.O=C(O)C(F)(F)F,5.0
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnccn2)n1,8.542156124843247
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnn(C)c2)n1,7.230360305114051
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnn3ccccc23)n1,6.939091667840522
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnn3ccccc23)n1.O=C(O)C(F)(F)F,5.43818
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nc3ccccc3[nH]2)n1,8.457730119803795
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nc3ccccc3[nH]2)n1.O=C(O)C(F)(F)F,6.95546
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nc3ccccc3o2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nc3ccccc3s2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncc3[nH]cnc3n2)n1,8.988391199966031
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncc3[nH]cnc3n2)n1.O=C(O)C(F)(F)F,7.48678
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncc3ccccc3n2)n1,8.68121731522011
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncc3ccccc3n2)n1.O=C(O)C(F)(F)F,7.18243
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nccc3ccccc23)n1,8.056579565349434
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nccc3ccccc23)n1.O=C(O)C(F)(F)F,7.31426
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccc2-c2cccnc2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccc2Br)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccc2C(F)(F)F)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccc2Cl)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccc2F)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccc2I)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccc2O)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccc2OCc2ccccc2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccn2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncco2)n1,7.30103
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncnc3ccccc23)n1,8.649370825640464
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncnc3ccccc23)n1.O=C(O)C(F)(F)F,7.14874
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nn(C)c3ccccc23)n1,8.088098741615324
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nn(C)c3ccccc23)n1.O=C(O)C(F)(F)F,6.5862
CC(C)n1cnnc1-c1cccc(NC(=O)OCc2ccccc2)n1,7.318650048331979
CC(C)n1cnnc1-c1cccc(NC(=O)Oc2ccccc2)n1,5.0
CC(C)n1cnnc1-c1cccc(NC(=O)[C@H]2CN(c3ccc(C4CC4)nc3)CCO2)n1,7.77
CC(C)n1cnnc1-c1cccc(NC(=O)c2[nH]c3ccccc3c2-c2ccoc2)n1,7.843310597519948
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(-c3ccccc3)c[nH]2)n1,8.18709
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)Cc3ccccc3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3cc(CN)ccn3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ccc(CN)cc3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ccc(F)c(F)c3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ccccc3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ccccn3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3cccnc3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ccncc3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3cncnc3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ncccn3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3ccc(Br)cn3)ccc2F)n1,6.18709
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3ccc(C4CC4)cn3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccc(Br)n3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccc(C(F)(F)F)n3)ccc2F)c1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccc(C4CC4)n3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccc(N4CCCC4)n3)ccc2F)n1,6.18709
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3ccccn3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccnc3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3ccncn3)ccc2F)n1,6.52288
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(-c4cnn(C)c4)cccc3[nH]2)n1,8.70557130954784
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3[nH]c2=O)c1,5.30103
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3[nH]c2=O)n1,5.57756
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3n(C)c2=O)c1,5.30103
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3nc2OCc2ccccc2F)n1,5.30103
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)C(C)(C)CC(=O)N3)n1,6.9907
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)C(C)(C)CC(=O)N3C)n1,7.20033
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCC(=O)N3)n1,7.720625
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCC(=O)N3C)n1,7.5388
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCCC(=O)N3)c1,6.69897
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCCC(=O)N3)n1,7.06775
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCCC(=O)N3C)n1,6.7915849999999995
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N(C)C)C3)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCCC2)C3)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCOCC2)C3)n1,7.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)NC2CCCC2)C3)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OC(C)(C)C)C3)n1,8.25181
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OC2CCCC2)C3)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OCC(F)(F)F)C3)n1,8.25181
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OCc2ccccc2)C3)n1,7.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)C2CC2)C3)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)C2CCCC2)C3)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)CC2CC2)C3)n1,7.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)CCC(F)(F)F)C3)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)N(C)C)C3)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)NC2CC2)C3)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(c2ncccn2)C3)n1,8.90309
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCNC3)n1,7.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CN(C(C)(C)C)S3(=O)=O)n1,7.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CN(C)S3(=O)=O)n1,7.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)OC(C)(C)C(=O)N3)n1,7.3099
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)OCC(=O)N3C)n1,7.582515
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)OCc2cncn2-3)n1,7.50932
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)C(C)(C)C)C3)n1,8.25181
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)N2CCCC2)C3)n1,8.90309
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)OCC(F)(F)F)C3)n1,8.25181
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)c2ccc(F)cc2)C3)n1,8.25181
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(Cc2ccccn2)C3)n1,8.90309
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)C2CC2)C3)n1,8.25181
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)N(C)C)C3)n1,6.95861
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)c2ccccc2)C3)n1,8.25181
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CN(C(=O)OCc2ccccc2)C3)n1,7.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cc(-c4cn[nH]c4)ccc3[nH]2)n1,8.498387639127198
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cc(-n4cnc(C5CC5)c4)ccc3cn2)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cc(Br)ccc3cn2)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cc(N4CCCCC4)ccc3cn2)n1,8.25964
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cccnc4)cc3[nH]2)n1,8.161819809502525
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)n1,8.425396244090761
